episode,name,line
3x13 - Ten Sessions,Ted,"I'm not gonna nail the receptionist.
"
3x13 - Ten Sessions,Barney,"Ted, every little boy wants to grow up to nail the doctor or the lawyer. Somebody's gotta nail the receptionist.
"
3x13 - Ten Sessions,Ted,"No. I like Stella.
"
3x13 - Ten Sessions,Barney,"Okay, I'm gonna stop you right there, Ted. Your little Stella is not so perfect.
"
3x13 - Ten Sessions,Ted,"What do you mean?
"
3x13 - Ten Sessions,Barney,"I went down there and checked her out for myself. Yeah. And while I was down there, I discovered that she had a secret, a terrible... terrible secret.
"
3x13 - Ten Sessions,Ted,"What? What is it?
"
3x13 - Ten Sessions,Barney,"Hold on, I gotta pee.
"
3x13 - Ten Sessions,Ted,"What's the big secret?!
"
3x13 - Ten Sessions,Barney,"Oh. Oh, right.
"
3x13 - Ten Sessions,Barney,"Hi, I'd like to see Dr. Zinman, please.
"
3x13 - Ten Sessions,Barney,"Oh, I just want to see her. Want to look at her, see what she looks like.
"
3x13 - Ten Sessions,Barney,"I'm sorry, did I accidentally oprima numero dos when I called? Do you speak English? I want to see her!
"
3x13 - Ten Sessions,Barney,"What are your credentials?!
"
3x13 - Ten Sessions,Barney,"I want to know who am I speaking with!
"
3x13 - Ten Sessions,Barney,"At first she seemed great, beautiful, smart, way out of your league. But then, I overheard this conversation.
"
3x13 - Ten Sessions,Ted,"Folliculaphilia?
"
3x13 - Ten Sessions,Barney,"Folliculaphilia.
"
3x13 - Ten Sessions,Ted,"What is that?
"
3x13 - Ten Sessions,Barney,"Ted, your perfect woman can only be attracted to men with moustaches.
"
3x13 - Ten Sessions,Ted,"That is the stupidest thing I've ever heard. That's not real.
"
3x13 - Ten Sessions,Barney,"You're right, Ted. I'm just making that up.
"
3x13 - Ten Sessions,Ted,"I know that you are because there's no such thing.
"
3x13 - Ten Sessions,Robin,"I got it a little bit.
"
3x13 - Ten Sessions,Ted,"Hi. Uh, Ted Mosby for Dr. Zinman.
"
3x13 - Ten Sessions,Ted,"Why? Just why?
"
3x13 - Ten Sessions,Barney,"Y-you don't remember?
"
3x13 - Ten Sessions,Barney,"I'll bet anyone ten bucks I can get Ted to grow a moustache.
"
3x13 - Ten Sessions,Ted,"Uh... okay.
"
3x13 - Ten Sessions,Ted,"You sabotaged my next to last chance with Stella for ten dollars?
"
3x13 - Ten Sessions,Barney,"I know. I would've done it for free. But, no. You owe me ten bucks.
"
3x13 - Ten Sessions,Ted,"This is awful. My-my tenth session is next week. I'm gonna ask her out, and she's gonna say the most demoralizing syllable in the English language... no. You know what? Just forget it. I'm not even gonna ask her.
"
3x13 - Ten Sessions,Lily,"No, you have to. She likes you. She said so herself. (
"
3x13 - Ten Sessions,Ted,"Oh, my God, you went and saw her, too.
"
3x13 - Ten Sessions,Lily,"I swear to you, I did not.
"
3x13 - Ten Sessions,Marshall,"My wife's always getting on me about my dry elbows. So good to be in a relationship. Anyone special in your life? Or maybe just someone you're interested in? Interes-ted in?
"
3x13 - Ten Sessions,Marshall,"Irregular? Oh, my God. This is it. It's all over.
"
3x13 - Ten Sessions,Marshall,"Can you stop talking about your other patients?! I'm dying here, woman!
"
3x13 - Ten Sessions,Marshall,"Okay. Hey, what was it you were saying before about the guy with the butterfly tattoo?
"
3x13 - Ten Sessions,Marshall,"Oh. Okay. Thank you.
"
3x13 - Ten Sessions,Ted,"No.
"
3x13 - Ten Sessions,Marshall,"Yes.
"
3x13 - Ten Sessions,Ted,"She said ""crush""? And she was talking about me?
"
3x13 - Ten Sessions,Ted,"Stella...now that I'm no longer your patient, would you like to have dinner with me?
"
3x13 - Ten Sessions,Ted,"Oh, no.
"
3x13 - Ten Sessions,Ted,"I am gonna k*ll Marshall.
"
3x13 - Ten Sessions,Ted,"Oh, my God, this is worse than the laser.
"
3x13 - Ten Sessions,Ted,"What?
"
3x13 - Ten Sessions,Ted,"There it is... she's a mom. It's just not gonna happen.
"
3x13 - Ten Sessions,Marshall,"Sorry, dude. Have a shrimp.
"
3x13 - Ten Sessions,Ted,"I'm good. I guess I got no one but myself to blame. She told me right from the start she was gonna say no and sure enough... Wait a minute.
"
3x13 - Ten Sessions,Ted,"You didn't actually say no.
"
3x13 - Ten Sessions,Ted,"All this time you were, uh, you were supposed to say no, but you didn't... I checked the transcript. So, here's what I'm proposing. Uh... You only have two minutes, right?
"
3x13 - Ten Sessions,Ted,"Okay. You want to, uh... go on a a two-minute date with me?
"
3x13 - Ten Sessions,Ted,"Great. And... go. Taxi!
"
3x13 - Ten Sessions,Ted,"I know.
"
3x13 - Ten Sessions,Ted,"380 West 22nd, please. And step on it. We're in a hurry.
"
3x13 - Ten Sessions,Ted,"Right this way.
"
3x13 - Ten Sessions,Ted,"So, college?
"
3x13 - Ten Sessions,Ted,"Uh-huh. Wesleyan.
"
3x13 - Ten Sessions,Ted,"No. Scott Crable?
"
3x13 - Ten Sessions,Ted,"Thanks.
"
3x13 - Ten Sessions,Ted,"Could we get the check please. We're trying to make a movie in 15 seconds.
"
3x13 - Ten Sessions,Ted,"Okay, great. Uh, how do you want to do this? You had the eggplant parm. I only really had water so... I'm kidding. Oh. Okay. Let's go. Taxi! You nervous?
"
3x13 - Ten Sessions,Ted,"You can't tell at all.
"
3x13 - Ten Sessions,Ted,"384 West 22nd.
"
3x13 - Ten Sessions,Ted,"Nah, previews. We'll be fine. Ah! Just in time. It hasn't started yet.
"
3x13 - Ten Sessions,Ted,"ManosHands of Fate.
"
3x13 - Ten Sessions,Ted,"Only the important parts. Worst movie ever.
"
3x13 - Ten Sessions,Ted,"How we doing on time? Taxi!
"
3x13 - Ten Sessions,Ted,"Okay. Do you want to walk it?
"
3x13 - Ten Sessions,Ted,"So what grade's your daughter in?
"
3x13 - Ten Sessions,Ted,"Ah! That's a good year.
"
3x13 - Ten Sessions,Ted,"What?
"
3x13 - Ten Sessions,Ted,"Oh. Look, coffee and dessert?
"
3x13 - Ten Sessions,Ted,"I know. New York. It's a living organism, an ever-changing tapestry. Ooh, look at the time. Let's go.
"
3x13 - Ten Sessions,Ted,"Flowers?
"
3x13 - Ten Sessions,Ted,"Okay. See? We're getting to know each other. Stella, I had a lovely... Doggy bag? Stella, I had a lovely time.
"
3x13 - Ten Sessions,Ted,"And... date.
"
3x13 - Ten Sessions,Ted,"That wasn't so bad, right? No lengthy, awkward silences. Dessert ran a little long, so... I had to cut the good-night kiss.
"
3x13 - Ten Sessions,Ted,"Look, I would love to have a second date, I would. But I understand that you really don't have time right now, but if you ever do, will you give me a call?
"
3x13 - Ten Sessions,Ted,"Okay.
"
3x13 - Ten Sessions,Ted,"No, no, no, no!
"
3x13 - Ten Sessions,Barney,"Wow. This Ted guy sounds like a real jerk. You know your problem? You're too sweet.
"
3x13 - Ten Sessions,Barney,"Oh, yeah. Turns out it's just a Raisinet. Hey, how would you like me to take you out to a fancy restaurant and then go on a shopping spree? Treat you the way you should be treated. Would that make you forget about that Ted monster?
"
3x13 - Ten Sessions,Barney,"We just have to go by my hotel room first. My bed was broken. I just have to make sure they fixed it.
"
3x13 - Ten Sessions,Barney,"I like you.
"
2x22 - Something Blue,Lily,"Does it make you kind of sad that we don't share the same last name?
"
2x22 - Something Blue,Marshall,"You know, in a totally evolved 21st-century kind of way yeah, a little.
"
2x22 - Something Blue,Lily,"You know what we should do? We should come up with a whole new last name.
"
2x22 - Something Blue,Marshall,"Oh, that's easy-- Lily and Marshall Skywalker.
"
2x22 - Something Blue,Lily,"Lily and Marshall Hasselhoff.
"
2x22 - Something Blue,Marshall,"I got it. You ready? You ready?
"
2x22 - Something Blue,Lily,"Yeah.
"
2x22 - Something Blue,Marshall,"Lily and Marshall Awesome. Have you met the Awesomes? Marshall, Lily, their son, Totally and their daughter, Freakin'?
"
2x22 - Something Blue,Lily,"I love you, Mr. Awesome.
"
2x22 - Something Blue,Marshall,"I love you, Mrs. Awesome.
"
2x22 - Something Blue,Ted,"So...
"
2x22 - Something Blue,Robin,"So...
"
2x22 - Something Blue,Ted,"Wedding's over.
"
2x22 - Something Blue,Robin,"Yes, it is.
"
2x22 - Something Blue,Ted,"I guess starting tomorrow, we can tell people.
"
2x22 - Something Blue,Barney,"Tell people what?
"
2x22 - Something Blue,Robin,"Hi, Barney.
"
2x22 - Something Blue,Barney,"Tell people what?
"
2x22 - Something Blue,Ted,"The food looks delicious, doesn't it?
"
2x22 - Something Blue,Barney,"Tell people what?
"
2x22 - Something Blue,Robin,"Nothing.
"
2x22 - Something Blue,Barney,"Oh, okay. Tell people what?
"
2x22 - Something Blue,Ted,"Can we talk about this later?
"
2x22 - Something Blue,Barney,"Absolutely. Tell people what?
"
2x22 - Something Blue,Robin,"Hi. Have you met Barney?
"
2x22 - Something Blue,Barney,"Hey. Barney Stinson. Lovely dress. I know, I'm sick of these things, too. It's like the same wedding over and over again. You're totally right. You want to dance? Great, see you out there. Tell people what?
"
2x22 - Something Blue,Ted,"Look, this is just not something we want to talk about right now, okay, Barney?
"
2x22 - Something Blue,Barney,"Okay. (
"
2x22 - Something Blue,Ted,"Whoo, that was a close one.
"
2x22 - Something Blue,Robin,"Think he'll actually let it go?
"
2x22 - Something Blue,Robin,"Can I get a water please?
"
2x22 - Something Blue,Barney,"Tell people what?
"
2x22 - Something Blue,Robin,"Oh, God! Okay. Look, we have some... news.
"
2x22 - Something Blue,Ted,"But we don't want to draw attention away from Lily and Marshall's big day.
"
2x22 - Something Blue,Robin,"So just forget about it until they leave for the honeymoon.
"
2x22 - Something Blue,Barney,"Fine.
"
2x22 - Something Blue,Ted,"It's pretty big, though.
"
2x22 - Something Blue,Barney,"Oh, my God, just tell me!
"
2x22 - Something Blue,Lily,"Oh, help us.
"
2x22 - Something Blue,Robin,"What's wrong?
"
2x22 - Something Blue,Lily,"We're starving. We planned this amazing meal with the caterers, and we haven't had a bite of it.
"
2x22 - Something Blue,Marshall,"Every time we get near the food, we get cocktail weiner blocked. We haven't eaten all day.
"
2x22 - Something Blue,Robin,"All right, let's run some interference.
"
2x22 - Something Blue,Ted,"Yeah, we'll get you back to your table. Come on.
"
2x22 - Something Blue,Lily,"Thanks, Grammie, but we really need to...
"
2x22 - Something Blue,Marshall,"And you look like a pepper-crusted rack of lamb with mint jelly.
"
2x22 - Something Blue,Robin,"All right, let's get these two back to their table.
"
2x22 - Something Blue,Robin,"Conga line.
"
2x22 - Something Blue,Lily,"Oh, yes, definitely.
"
2x22 - Something Blue,Ted,"How about a slide show of you guys through the years set to Green Day's ""Time of Your Life"" and ending with your baby photos side by side.
"
2x22 - Something Blue,Lily,"Oh, that's great. Going on the list.
"
2x22 - Something Blue,Barney,"What list?
"
2x22 - Something Blue,Lily,"Horrible wedding clichées we're not going to touch with a ten-foot limbo pole.
"
2x22 - Something Blue,Barney,"Oh, like First Corinthians? That Bible verse? They do that at every wedding.
"
2x22 - Something Blue,Robin,"How's it go?
"
2x22 - Something Blue,Marshall,"""Love is patient and kind. ""Love does not envy or boast. ""It is not arrogant or rude. ""Love does not insist on it's own way. ""It is not irritable or resentful. ""Love bears all things, ""believes all things, ""hopes all things... ""endures all things.""
"
2x22 - Something Blue,Robin,"Lame.
"
2x22 - Something Blue,Lily,"Going on the list.
"
2x22 - Something Blue,Lily,"We've done it. A wedding with zero clichées.
"
2x22 - Something Blue,Ted,"Wait, isn't doing it in the reception hall bathroom kind of a clichée?
"
2x22 - Something Blue,Lily,"Well, okay, one clichée.
"
2x22 - Something Blue,Marshall,"Well, technically two.
"
2x22 - Something Blue,Lily,"No! They cleared our plates again!
"
2x22 - Something Blue,Marshall,"Pepper-crusted rack of lamb, where did you go? It's my wedding night. I was supposed to have my way with you.
"
2x22 - Something Blue,Lily,"Well, you still have me.
"
2x22 - Something Blue,Marshall,"Yeah...
"
2x22 - Something Blue,Barney,"Anyway, guys, we're kind of in the middle of something, so if you could go bicker or share a tense, sexless silence or whatever married people do somewhere else, that'd be great.
"
2x22 - Something Blue,Lily,"No, Barney, this is my wedding, and I will sit wherever I damn well...
"
2x22 - Something Blue,Barney,"Are those mini quiches? (
"
2x22 - Something Blue,Ted,"Okay, uh... it was our anniversary, so we went to this restaurant Carmichael's, which is where we went on our first date. Remember, the place where I stole the blue French horn for Robin?
"
2x22 - Something Blue,Barney,"Oh, right, that was you. I knew that was somebody I knew.
"
2x22 - Something Blue,Ted,"What? Dude, you were there. That was like a big iconic moment in all of our lives.
"
2x22 - Something Blue,Barney,"Maybe in your life-- I got a lot of stuff going on.
"
2x22 - Something Blue,Robin,"Okay, so we're sitting there and the waiter comes over...
"
2x22 - Something Blue,Robin,"Um, we didn't order champagne.
"
2x22 - Something Blue,Ted,"Wow. Thanks. Cheers.
"
2x22 - Something Blue,Lily,"Mini quiche. You're a mega-douche.
"
2x22 - Something Blue,Barney,"Oh, that's right, they moved that table back toward the kitchen, because that's where they're setting up a surprise chocolate fountain. Oh, no, I gave it away.(
"
2x22 - Something Blue,Ted,"Right. So the waiter comes up with two glasses of Dom. He says, ""Champagne?"" ""We didn't order any champagne."" ""Compliments of the house."" ""Wow.""
"
2x22 - Something Blue,Barney,"You said that already!
"
2x22 - Something Blue,Robin,"Is an engagement ring.
"
2x22 - Something Blue,Barney,"Don't get married.
"
2x22 - Something Blue,Barney,"An engagement ring?No. No, no, no, no, no, no. Ted, you cannot do
"
2x22 - Something Blue,Ted,"That's what she said.
"
2x22 - Something Blue,Robin,"No, no, no, no, no. Ted, you cannot do this to me. No. No, no, no.
"
2x22 - Something Blue,Ted,"What are you talking about?
"
2x22 - Something Blue,Robin,"This. This is what I'm talking about. What is this doing in my champagne? Oh, God, listen... I just got to get out of here.
"
2x22 - Something Blue,Ted,"That's not mine.
"
2x22 - Something Blue,Robin,"What?
"
2x22 - Something Blue,Ted,"That's not mine.
"
2x22 - Something Blue,Robin,"Then whose is it?
"
2x22 - Something Blue,Robin,"Wow. That was hilarious. I was like... what? Anyway.
"
2x22 - Something Blue,Ted,"What the hell was that?
"
2x22 - Something Blue,Robin,"What the hell was what?
"
2x22 - Something Blue,Ted,"That reaction?
"
2x22 - Something Blue,Robin,"I thought you were proposing to me.
"
2x22 - Something Blue,Ted,"Really? Because it sounded like you thought I was trying to set you on fire.
"
2x22 - Something Blue,Robin,"Ted, you know how I feel about marriage.
"
2x22 - Something Blue,Ted,"Now more than ever.
"
2x22 - Something Blue,Robin,"I'm sorry, were you planning on proposing tonight?
"
2x22 - Something Blue,Ted,"No.
"
2x22 - Something Blue,Robin,"Then why is this an issue?
"
2x22 - Something Blue,Ted,"Because even though you don't want to get married, I'd like to think the fact that we've been together for a year, and that we love each other might get me a gentler reaction than, ""No. No, no, no, no, no, no, no, no. ""Ted, you cannot do this to me. ""No. No, no, no.""
"
2x22 - Something Blue,Robin,"Okay, you're right, I just... freaked out. I don't know why. I'm sorry. Can we please just let it go?
"
2x22 - Something Blue,Ted,"No.
"
2x22 - Something Blue,Marshall,"Hey, Stinson. Never lie to a man about a chocolate fountain.
"
2x22 - Something Blue,Robin,"So did you guys find anything to eat?
"
2x22 - Something Blue,Lily,"I had four strawberries.
"
2x22 - Something Blue,Ted,"Was there a side of champagne with each of the strawberries?
"
2x22 - Something Blue,Marshall,"Lily, you could have burped or said the word ""Yes,"" but the fact that you did both is exactly why I married you.
"
2x22 - Something Blue,Lily,"Oh, look, more strawberries!
"
2x22 - Something Blue,Barney,"So what happened next?
"
2x22 - Something Blue,Robin,"Ted, don't do this.
"
2x22 - Something Blue,Ted,"No, seriously. Where do you see yourself in five years?
"
2x22 - Something Blue,Robin,"Where do you see yourself?
"
2x22 - Something Blue,Ted,"Honestly, in five years... I probably want to be married.
"
2x22 - Something Blue,Robin,"And I probably want to be in Argentina.
"
2x22 - Something Blue,Ted,"Argentina?
"
2x22 - Something Blue,Robin,"Or Tokyo, or Paris. Look, Ted, I don't know where I'm going to be in five years. And I don't want to know. I want my life to be an adventure.
"
2x22 - Something Blue,Ted,"We have an expiration date, don't we?
"
2x22 - Something Blue,Barney,"Oh, my God. You guys broke up. You guys broke up. I can't believe it.
"
2x22 - Something Blue,Ted,"Barney... story's not over.
"
2x22 - Something Blue,Robin,"Can we please not talk about this here. Can we go home?
"
2x22 - Something Blue,Ted,"Yeah, of course. Uh, excuse me, I'm sorry about this. Can we actually...
"
2x22 - Something Blue,Ted,"Wha... what?
"
2x22 - Something Blue,Ted,"Run!
"
2x22 - Something Blue,Barney,"Run? Your strategy was run?
"
2x22 - Something Blue,Ted,"It was a perfectly good idea. They didn't have our credit card information. They didn't know us from Adam. I stand by it.
"
2x22 - Something Blue,Robin,"Yeah? And how did that work out for you?
"
2x22 - Something Blue,Ted,"I don't see why they had to keep my credit card and driver's license till we bring the horn back.
"
2x22 - Something Blue,Robin,"Well, come on, Ted, can you blame them?
"
2x22 - Something Blue,Ted,"Look, I'm sorry about the French horn. I want to make this right. So what we're going to do right now is, we're going to run!
"
2x22 - Something Blue,Ted,"So... Argentina.
"
2x22 - Something Blue,Robin,"Argentina.
"
2x22 - Something Blue,Ted,"Why is this the first I've heard of Argentina?
"
2x22 - Something Blue,Robin,"Mmm, American schools suck at geography. What would be the point in telling you that I want to live in Argentina? You don't want to live there.
"
2x22 - Something Blue,Ted,"I could want to live in Argentina.
"
2x22 - Something Blue,Robin,"No, you couldn't. I mean, you life is here and your career. I'm a journalist, my career could take me anywhere, and I hope it does.
"
2x22 - Something Blue,Ted,"Hey. I could be an architect anywhere, too. They have buildings in Argentina. And Paris. And even Tokyo. I don't know if you ever saw Godzilla, but he wasn't knocking down a bunch of tents.
"
2x22 - Something Blue,Robin,"So, what? You're saying you want to move to Argentina?
"
2x22 - Something Blue,Ted,"Well, I always regretted not taking a year in college to live abroad. I just finished a big project at work. I got some money saved up. If ever there were a time in my life to do something like this, it's right now. Let's move to Argentina.
"
2x22 - Something Blue,Robin,"Oh, shut up.
"
2x22 - Something Blue,Ted,"You're scared I might not be kidding.
"
2x22 - Something Blue,Robin,"Aren't you?
"
2x22 - Something Blue,Ted,"Nope. Your move, Scherbatsky.
"
2x22 - Something Blue,Robin,"Okay. Let's do it-- let's move to Argentina.
"
2x22 - Something Blue,Barney,"No es posible! Nobody moves to Argentina. The Argentinean peso has dropped two-thirds in five years, the government is opposed to free market reforms, and the railroad has been a mess since the breakup of Ferrocarriles Argentinos. I hooked up with an Argentinean exchange student in a Porta-John outside Yankee Stadium. Man, she was chatty.
"
2x22 - Something Blue,Robin,"Right? Right?
"
2x22 - Something Blue,Barney,"You caught the bouquet?
"
2x22 - Something Blue,Ted,"Barney. The story's not over yet.
"
2x22 - Something Blue,Robin,"Wait, wait, wait, wait.
"
2x22 - Something Blue,Ted,"What?
"
2x22 - Something Blue,Robin,"I don't know if I can do this to you.
"
2x22 - Something Blue,Ted,"Do what?
"
2x22 - Something Blue,Robin,"Well, you say you want to move to Argentina, but you want to have kids.
"
2x22 - Something Blue,Ted,"Oh, right. 'Cause there are no kids there. On Santa's map of the world, there's a big black ""X"" over Argentina.
"
2x22 - Something Blue,Robin,"You know what I mean.
"
2x22 - Something Blue,Ted,"No, I don't. Okay, say we had kids. They wouldn't have to grow up in some suburb somewhere. They would grow up on the road having adventures with us. Think of all the Hard Rock Cafe T-shirts they could collect.
"
2x22 - Something Blue,Robin,"Ted, you know that kids were never a part of my plan. But if I was going to have someone's babies, I'd have your babies.
"
2x22 - Something Blue,Barney,"That's when you run. Tell me you ran, Ted.
"
2x22 - Something Blue,Robin,"Wait, wait, wait. We don't want to start having babies right this second. Do you have a...?
"
2x22 - Something Blue,Robin,"Well, we probably shouldn't.
"
2x22 - Something Blue,Ted,"Yeah.
"
2x22 - Something Blue,Robin,"Risk it?
"
2x22 - Something Blue,Ted,"Risk it.
"
2x22 - Something Blue,Barney,"No.
"
2x22 - Something Blue,Barney,"No. Robin, you're not... No, say the story's not over.
"
2x22 - Something Blue,Robin,"Come on, they're cutting the cake.
"
2x22 - Something Blue,Barney,"Say the story's not over! Oh, God, this is the 12th most worried I've ever been that someone's pregnant.
"
2x22 - Something Blue,Marshall,"Okay, Lily. I'm really hungry, so let's just, uh, aim for my mouth, okay? Besides, the smearing the cake thing's a clichée, remember?
"
2x22 - Something Blue,Lily,"No, it's going to be so funny.
"
2x22 - Something Blue,Marshall,"Lily. Lily, just feed me the cake. Please, baby, I am so hungry. (
"
2x22 - Something Blue,Lily,"Whoopsy-daisy.
"
2x22 - Something Blue,Marshall,"And she's okay. She's all right. That was funny. And it's time for the honeymoon. Guys, guys, guys. Thank you so much.
"
2x22 - Something Blue,Lily,"We love you. I love you.
"
2x22 - Something Blue,Barney,"Getting married, having kids. It's all a mistake. It's a horrible, horrible mistake.
"
2x22 - Something Blue,Ted,"All right, have fun in Scotland. If you see the Loch Ness Monster, tell him Ted Mosby says, ""What's up?""
"
2x22 - Something Blue,Marshall,"Nessie's a she, Ted, come on.
"
2x22 - Something Blue,Ted,"Hey, kiddo.
"
2x22 - Something Blue,Barney,"You are going to miss out on a lot of awesome stuff. You'll be at home with the kid while I am out awesome-ing all over the place. And you're going to get fat.
"
2x22 - Something Blue,Ted,"The story's not over, Barney.
"
2x22 - Something Blue,Ted,"Okay, time to get the horn back to the bistro.
"
2x22 - Something Blue,Robin,"Oh, Ted, I don't know if I can go again. That tuckered me out.
"
2x22 - Something Blue,Ted,"Not a euphemism.
"
2x22 - Something Blue,Robin,"Right. Okay, let me just go change, and we'll leave.
"
2x22 - Something Blue,Ted,"Whoa, whoa, you get to change and I don't? Uh-uh. Solidarity, sister.
"
2x22 - Something Blue,Robin,"That is crazy. I have a change of clothes and you don't. Suck it up.
"
2x22 - Something Blue,Ted,"Well, if we'd actually moved in together, all my stuff would be here, but we didn't, so...
"
2x22 - Something Blue,Robin,"Yeah. We were all talk, weren't we?
"
2x22 - Something Blue,Ted,"We're not doing this, are we?
"
2x22 - Something Blue,Robin,"I don't want to have kids in Argentina.
"
2x22 - Something Blue,Ted,"And I don't want to have kids in Argentina.
"
2x22 - Something Blue,Robin,"So where does that leave us?
"
2x22 - Something Blue,Ted,"Well... we could stay together and... pretend this stuff doesn't matter. Or... we could give back the blue French horn.
"
2x22 - Something Blue,Robin,"You stole a blue French horn for me.
"
2x22 - Something Blue,Ted,"I would have stolen you a whole orchestra.
"
2x22 - Something Blue,Barney,"You did break up.
"
2x22 - Something Blue,Ted,"Yep.
"
2x22 - Something Blue,Barney,"You're not pregnant?
"
2x22 - Something Blue,Robin,"Nope.
"
2x22 - Something Blue,Barney,"An-And Marshall and Lily don't know?
"
2x22 - Something Blue,Ted,"Well, afterwards, uh, we came by to tell you guys, but Lily was pretty stressed out, so...
"
2x22 - Something Blue,Robin,"We decided not to say anything till after the wedding.
"
2x22 - Something Blue,Barney,"You guys okay?
"
2x22 - Something Blue,Ted,"Well, it hasn't been the easiest two weeks of our lives, but...
"
2x22 - Something Blue,Robin,"But we're okay.
"
2x22 - Something Blue,Ted,"The open bar helps.
"
2x22 - Something Blue,Robin,"Hi.
"
2x22 - Something Blue,Ted,"Well, we knew this day would come eventually. Take care of her, little man.
"
2x22 - Something Blue,Marshall,"This is by far the drunkest I've ever seen you. Uh, driver.
"
2x22 - Something Blue,Marshall,"Ranjit!! Hey, can we make a stop before we head back to the hotel?
"
2x22 - Something Blue,Marshall,"Um, no, we actually had something else in mind.
"
2x22 - Something Blue,Marshall,"Lily, go sit down.
"
2x22 - Something Blue,Marshall,"Hi. Can we get a number one, please, with no pickles? And a number four with no onions.
"
2x22 - Something Blue,Marshall,"No. But thank you. Actually, we just got married.
"
2x22 - Something Blue,Marshall,"Thank you.
"
2x22 - Something Blue,Marshall,"Yeah.
"
2x22 - Something Blue,Marshall,"My wife...
"
2x22 - Something Blue,Barney,"I'm really sorry about you and Robin. I know I was always joking around about wanting you two to break up, but you were really good together.
"
2x22 - Something Blue,Ted,"Yeah... we were. She just wasn't the one, you know?
"
2x22 - Something Blue,Barney,"The one. Oh, Ted, no. Do not tell me you're going to start searching for ""the one"" again. The only time I want to hear you saying ""the one"" is if it's followed by the word ""hundredth."" What up?
"
2x22 - Something Blue,Ted,"No, I need a break from all that, I... I just want to get out there and have fun for a while, you know?
"
2x22 - Something Blue,Barney,"Really? 'Cause... you know, you've been in a relationship for a year. You're going to... be a little rusty.
"
2x22 - Something Blue,Ted,"Yeah.
"
2x22 - Something Blue,Barney,"I'm just saying... you're gonna need, need, need some help out there.
"
2x22 - Something Blue,Ted,"Could be.
"
2x22 - Something Blue,Barney,"Ted?
"
2x22 - Something Blue,Ted,"Yes, Barney.
"
2x22 - Something Blue,Barney,"Do you think... Do you think maybe you might... need a wingman again?
"
2x22 - Something Blue,Ted,"I do.
"
2x22 - Something Blue,Barney,"Yes! Yes! We're back. We are back. And Ted, my boy, it's going to be legend... Wait for it..."
6x06 - Baby Talk,Marshall,"So, have you guys landed on a name yet?
"
6x06 - Baby Talk,Marshall,"Stuart, you are so... That's not gonna be us, right? I mean, how hard can it be to name a baby?
"
6x06 - Baby Talk,Lily,"Right? I mean, just look at her. Yeah. She's clearly a...
"
6x06 - Baby Talk,Marshall,"Emily.
"
6x06 - Baby Talk,Lily,"Lisa.
"
6x06 - Baby Talk,Marshall,"Lisa?!
"
6x06 - Baby Talk,Lily,"Emily?!
"
6x06 - Baby Talk,Marshall,"Okay! I made a list of awesome baby names. Starting at the topnumber one...
"
6x06 - Baby Talk,Ted,"I'm gonna stop you right here, Marshall. You name a chubby white kid ""LeBron,"" and he's the one getting stuffed in the basketball hoop.
"
6x06 - Baby Talk,Marshall,"Then I'm also crossing off, um, ""Shaquille""... Mm-hmm. ""Hakeem,"" and ""Dikembe."" Hey, what about ""Rob""?
"
6x06 - Baby Talk,Lily,"""Rob""? No.
"
6x06 - Baby Talk,Marshall,"Why not?
"
6x06 - Baby Talk,Lily,"Hey, Rob. What are you gonna make? A turkey?
"
6x06 - Baby Talk,Lily,"Not ""Rob.""
"
6x06 - Baby Talk,Marshall,"um, how about ""Ryan""?
"
6x06 - Baby Talk,Ted,"Ooh.
"
6x06 - Baby Talk,Lily,"Not ""Ryan.""
"
6x06 - Baby Talk,Marshall,"""Johnny?""
"
6x06 - Baby Talk,Lily,"Hey, where's the goldfish?
"
6x06 - Baby Talk,Lily,"Not ""Johnny."" Or ""Gil.""
"
6x06 - Baby Talk,Marshall,"""Jeremy.""
"
6x06 - Baby Talk,Lily,"Jeremy, no!
"
6x06 - Baby Talk,Lily,"Definitely not ""Jeremy."" His stuff was so derivative.
"
6x06 - Baby Talk,Marshall,"Well, I mean, geez, Lily.
"
6x06 - Baby Talk,Robin,"Well, whatever you do, do not name your baby ""Becky,"" right?
"
6x06 - Baby Talk,Marshall,"Why? What?
"
6x06 - Baby Talk,Robin,"Becky. My new co-anchor? Don't you guys ever watch the show?
"
6x06 - Baby Talk,Lily,"Oh, honey, I really try.
"
6x06 - Baby Talk,Marshall,"Our DVR won't recognize it as a television program.
"
6x06 - Baby Talk,Ted,"I watched. Robin insisted I confirm how ""awful"" Becky is, so last night I checked it out.
"
6x06 - Baby Talk,Robin,"Peace talks in the region have been described as, ""productive."" Becky?
"
6x06 - Baby Talk,Robin,"Becky, we're-we're journalists. We can't get emotional about the news, we...
"
6x06 - Baby Talk,Robin,"Well, if you read the story, we might find out.
"
6x06 - Baby Talk,Robin,"Okay, no holds barred-- what'd you think of Becky?
"
6x06 - Baby Talk,Ted,"Mmm...
"
6x06 - Baby Talk,Robin,"You, too? Can somebody please explain to me why the little girl act works on men?
"
6x06 - Baby Talk,Barney,"You want the long version or the short version?
"
6x06 - Baby Talk,Lily,"Short version.
"
6x06 - Baby Talk,Barney,"Short version. Who's your daddy?
"
6x06 - Baby Talk,Lily,"You know, when you think about that, that phrase is really creepy.
"
